Round/Epoch,Train Loss,SGD Steps,Val Loss,Val Balanced Accuracy,Val Macro F1,Val Recall MEL,Val Recall NV,Val Recall BCC,Val Recall AK,Val Recall BKL,Val Recall DF,Val Recall VASC,Val Recall SCC,Val Macro AUC OvR,Val Cohen Kappa,Peak RAM (MB),Peak VRAM (MB),Peak GPU Util (%)
0_val,,,0.3178,0.4680,0.2685,0.0909,0.6769,0.6222,0.7059,0.1481,0.5000,1.0000,0.0000,0.7998,0.2674,,,
1,0.1723,46,,,,,,,,,,,,,,3081.8,6261.0,29.0
1_val,,,0.2081,0.5405,0.4337,0.3091,0.7231,0.7556,0.4706,0.5309,0.5000,1.0000,0.0345,0.8562,0.4171,,,
2,0.1315,46,,,,,,,,,,,,,,4267.1,3497.0,0.0
2_val,,,0.2474,0.4075,0.3669,0.4000,0.6231,0.7111,0.4706,0.5556,0.5000,0.0000,0.0000,0.8692,0.3904,,,
