Round/Epoch,Train Loss,SGD Steps,Val Loss,Val Dice CORONARY,Val Mean Dice,Val HD95 CORONARY,Val Mean HD95,Val clDice CORONARY,Val Mean clDice,Val Sensitivity CORONARY,Val Specificity CORONARY,Val Precision CORONARY,Peak RAM (MB),Peak VRAM (MB),Peak GPU Util (%)
1,0.4690,140,,,,,,,,,,,2096.4,6733.0,96.0
1_val,,,0.4828,0.2101,0.2101,165.68,165.68,0.1238,0.1238,0.4553,0.9956,0.1389,,,
2,0.3369,140,,,,,,,,,,,3419.6,10589.0,100.0
2_val,,,0.3849,0.3329,0.3329,147.77,147.77,0.2702,0.2702,0.5701,0.9972,0.2392,,,
3,0.2748,140,,,,,,,,,,,3433.2,9283.0,100.0
3_val,,,0.3756,0.3068,0.3068,146.21,146.21,0.2470,0.2470,0.6670,0.9959,0.2023,,,
