Round/Epoch,Train Loss,SGD Steps,Val Loss,Val Dice WT,Val Dice TC,Val Dice ET,Val Mean Dice,Val HD95 WT,Val HD95 TC,Val HD95 ET,Val Mean HD95,Val Sensitivity WT,Val Sensitivity TC,Val Sensitivity ET,Val Specificity WT,Val Specificity TC,Val Specificity ET,Val Precision WT,Val Precision TC,Val Precision ET
1,0.4533,408,,,,,,,,,,,,,,,,,,
1_val,,,0.6819,0.6882,0.4649,0.4769,0.5434,52.49,67.59,64.97,61.68,0.9675,0.9778,0.9810,0.9877,0.9883,0.9925,0.5859,0.3344,0.3465
1_val,,,0.5338,0.8289,0.6196,0.7207,0.7231,18.18,34.02,26.77,26.32,0.9230,0.9540,0.9388,0.9972,0.9949,0.9984,0.8044,0.5066,0.6276
1_val,,,0.4904,0.8290,0.6474,0.7595,0.7453,15.58,23.70,13.64,17.64,0.9094,0.9396,0.9138,0.9975,0.9958,0.9989,0.8195,0.5404,0.7054
1_val,,,0.4795,0.8166,0.6240,0.7370,0.7259,16.25,26.18,14.70,19.04,0.9286,0.9490,0.9308,0.9966,0.9951,0.9986,0.7882,0.5084,0.6647
1_val,,,0.4404,0.8272,0.6939,0.7596,0.7602,15.01,20.32,13.21,16.18,0.9382,0.9403,0.9218,0.9967,0.9969,0.9989,0.7916,0.6155,0.7005
1_val,,,0.4379,0.7968,0.6364,0.7423,0.7252,18.61,23.18,15.31,19.03,0.9471,0.9524,0.9288,0.9952,0.9954,0.9987,0.7442,0.5396,0.6729
1_val,,,0.4176,0.8234,0.6391,0.7443,0.7356,14.63,20.68,12.69,16.00,0.9332,0.9517,0.9317,0.9966,0.9954,0.9986,0.7907,0.5414,0.6729
1_val,,,0.3906,0.8411,0.7080,0.7500,0.7664,12.36,16.47,10.18,13.00,0.9252,0.9400,0.9289,0.9974,0.9971,0.9987,0.8197,0.6314,0.6809
1_val,,,0.3757,0.8452,0.7291,0.7854,0.7866,9.86,13.14,6.24,9.74,0.9241,0.9235,0.8984,0.9970,0.9972,0.9990,0.8108,0.6632,0.7468
1_val,,,0.3875,0.8303,0.6119,0.7729,0.7384,13.49,22.32,10.90,15.57,0.9362,0.9537,0.9180,0.9967,0.9945,0.9990,0.7981,0.4916,0.7221
1_val,,,0.3606,0.8407,0.6623,0.7669,0.7566,12.42,18.80,10.01,13.74,0.9386,0.9483,0.9254,0.9970,0.9959,0.9989,0.8093,0.5710,0.7069
1_val,,,0.4751,0.6861,0.4321,0.6221,0.5801,25.32,34.79,23.88,28.00,0.9721,0.9753,0.9605,0.9876,0.9864,0.9967,0.5682,0.2968,0.4967
2,0.2212,408,,,,,,,,,,,,,,,,,,
2_val,,,0.4841,0.7499,0.4791,0.6523,0.6271,29.63,44.40,31.33,35.12,0.9327,0.9711,0.9322,0.9927,0.9888,0.9975,0.6852,0.3465,0.5426
2_val,,,0.4400,0.7899,0.5773,0.6814,0.6829,20.56,27.29,18.93,22.26,0.9312,0.9553,0.9372,0.9952,0.9935,0.9979,0.7378,0.4520,0.5708
3,0.2271,408,,,,,,,,,,,,,,,,,,
3_val,,,0.3478,0.8555,0.7151,0.7613,0.7773,15.56,15.38,9.17,13.37,0.9299,0.9407,0.9271,0.9977,0.9970,0.9988,0.8285,0.6147,0.6945
4,0.2166,408,,,,,,,,,,,,,,,,,,
4_val,,,0.2909,0.8705,0.7575,0.7854,0.8045,12.49,13.93,8.97,11.80,0.9215,0.9341,0.9233,0.9983,0.9978,0.9990,0.8596,0.6918,0.7297
4_val,,,0.2890,0.8598,0.7383,0.7851,0.7944,11.66,16.06,9.47,12.40,0.9337,0.9383,0.9234,0.9977,0.9973,0.9990,0.8347,0.6637,0.7304
4_val,,,0.3158,0.8393,0.6481,0.7734,0.7536,13.92,19.86,9.79,14.52,0.9213,0.9525,0.9280,0.9974,0.9952,0.9989,0.8200,0.5464,0.7118
