Round/Epoch,Train Loss,SGD Steps,Val Loss,Val Dice WT,Val Dice TC,Val Dice ET,Val Mean Dice,Val HD95 WT,Val HD95 TC,Val HD95 ET,Val Mean HD95,Val Sensitivity WT,Val Sensitivity TC,Val Sensitivity ET,Val Specificity WT,Val Specificity TC,Val Specificity ET,Val Precision WT,Val Precision TC,Val Precision ET
1,0.9965,3,,,,,,,,,,,,,,,,,,
1_val,,,0.6319,0.8304,0.4856,0.6693,0.6618,42.63,76.97,78.86,66.15,0.9335,0.9918,0.9692,0.9922,0.9903,0.9962,0.7478,0.3215,0.5112
2,0.5932,3,,,,,,,,,,,,,,,,,,
2_val,,,0.4792,0.8718,0.5734,0.8578,0.7677,3.46,29.85,3.61,12.31,0.8896,0.9668,0.9181,0.9963,0.9935,0.9991,0.8546,0.4076,0.8050
3,0.4672,3,,,,,,,,,,,,,,,,,,
3_val,,,0.4313,0.8733,0.6097,0.8710,0.7846,3.46,27.00,2.24,10.90,0.8831,0.9461,0.8930,0.9965,0.9947,0.9994,0.8637,0.4497,0.8500
4,0.4462,3,,,,,,,,,,,,,,,,,,
4_val,,,0.4195,0.8694,0.5776,0.8650,0.7707,3.32,28.60,2.45,11.46,0.9002,0.9638,0.9144,0.9958,0.9937,0.9992,0.8408,0.4124,0.8207
5,0.4192,3,,,,,,,,,,,,,,,,,,
5_val,,,0.3680,0.8679,0.7322,0.8748,0.8250,3.32,22.56,2.24,9.37,0.9087,0.9476,0.9033,0.9954,0.9970,0.9993,0.8307,0.5966,0.8480
6,0.4047,3,,,,,,,,,,,,,,,,,,
6_val,,,0.3699,0.8611,0.6182,0.8712,0.7835,3.61,25.81,2.45,10.62,0.9258,0.9734,0.9191,0.9944,0.9946,0.9992,0.8048,0.4530,0.8281
7,0.3949,3,,,,,,,,,,,,,,,,,,
7_val,,,0.3557,0.8685,0.5943,0.8673,0.7767,3.32,26.72,2.45,10.83,0.9112,0.9727,0.9250,0.9954,0.9940,0.9991,0.8296,0.4278,0.8164
8,0.4045,3,,,,,,,,,,,,,,,,,,
8_val,,,0.3152,0.8711,0.7427,0.8665,0.8268,3.32,20.78,2.24,8.78,0.9031,0.9489,0.9165,0.9958,0.9972,0.9992,0.8412,0.6101,0.8216
9,0.3879,3,,,,,,,,,,,,,,,,,,
9_val,,,0.3019,0.8653,0.7393,0.8769,0.8272,3.32,21.00,2.24,8.85,0.9175,0.9439,0.9032,0.9950,0.9972,0.9994,0.8187,0.6076,0.8522
10,0.3965,3,,,,,,,,,,,,,,,,,,
10_val,,,0.3370,0.8671,0.5358,0.8787,0.7605,3.32,30.35,2.24,11.97,0.9055,0.9705,0.9054,0.9955,0.9924,0.9994,0.8318,0.3700,0.8535
11,0.3777,3,,,,,,,,,,,,,,,,,,
11_val,,,0.3008,0.8678,0.6267,0.8712,0.7886,3.32,26.87,2.24,10.81,0.9079,0.9552,0.9089,0.9954,0.9950,0.9993,0.8311,0.4663,0.8364
12,0.3456,3,,,,,,,,,,,,,,,,,,
12_val,,,0.4000,0.8146,0.3602,0.8212,0.6654,6.32,39.85,8.31,18.16,0.9638,0.9984,0.9645,0.9900,0.9836,0.9984,0.7055,0.2197,0.7150
13,0.4223,3,,,,,,,,,,,,,,,,,,
13_val,,,0.4078,0.8698,0.4010,0.8530,0.7080,3.46,37.46,2.83,14.59,0.9161,0.9769,0.9107,0.9953,0.9866,0.9991,0.8280,0.2523,0.8022
14,0.4799,3,,,,,,,,,,,,,,,,,,
14_val,,,0.3624,0.8648,0.5365,0.8504,0.7505,3.46,29.61,3.00,12.03,0.9199,0.9835,0.9372,0.9949,0.9922,0.9989,0.8159,0.3688,0.7783
15,0.4106,3,,,,,,,,,,,,,,,,,,
15_val,,,0.2759,0.8713,0.7098,0.8625,0.8145,3.32,22.29,2.24,9.28,0.8983,0.9677,0.9226,0.9959,0.9965,0.9991,0.8458,0.5604,0.8098
16,0.3597,3,,,,,,,,,,,,,,,,,,
16_val,,,0.2207,0.8752,0.7971,0.8684,0.8469,3.32,18.29,2.24,7.95,0.8843,0.9518,0.9160,0.9966,0.9980,0.9992,0.8663,0.6857,0.8255
17,0.3585,3,,,,,,,,,,,,,,,,,,
17_val,,,0.2260,0.8723,0.7326,0.8727,0.8259,3.32,21.56,2.24,9.04,0.8995,0.9544,0.9140,0.9960,0.9970,0.9993,0.8467,0.5944,0.8350
18,0.3975,3,,,,,,,,,,,,,,,,,,
18_val,,,0.2775,0.8722,0.5416,0.8666,0.7602,3.32,30.07,2.45,11.95,0.8974,0.9701,0.9258,0.9960,0.9926,0.9991,0.8485,0.3757,0.8146
19,0.3440,3,,,,,,,,,,,,,,,,,,
19_val,,,0.3165,0.8711,0.4204,0.8749,0.7221,3.32,37.23,2.00,14.18,0.9005,0.9725,0.9159,0.9959,0.9878,0.9993,0.8436,0.2682,0.8374
20,0.3726,3,,,,,,,,,,,,,,,,,,
20_val,,,0.3307,0.8674,0.3917,0.8478,0.7023,3.61,39.06,3.32,15.33,0.9074,0.9811,0.9411,0.9954,0.9860,0.9989,0.8307,0.2447,0.7713
21,0.3759,3,,,,,,,,,,,,,,,,,,
21_val,,,1.0962,0.0472,0.0091,0.0081,0.0215,117.12,143.53,143.03,134.56,1.0000,1.0000,1.0000,0.0000,0.0000,0.0002,0.0242,0.0046,0.0041
22,1.0747,3,,,,,,,,,,,,,,,,,,
22_val,,,1.0019,0.0472,0.0091,0.0081,0.0215,117.12,143.53,143.14,134.59,1.0000,1.0000,1.0000,0.0000,0.0000,0.0001,0.0242,0.0046,0.0041
23,1.0167,3,,,,,,,,,,,,,,,,,,
23_val,,,0.9887,0.0472,0.0091,0.0081,0.0215,117.12,143.53,143.19,134.61,1.0000,1.0000,1.0000,0.0000,0.0000,0.0001,0.0242,0.0046,0.0041
24,1.0028,3,,,,,,,,,,,,,,,,,,
24_val,,,0.9855,0.0472,0.0091,0.0081,0.0215,117.12,143.53,143.19,134.61,1.0000,1.0000,1.0000,0.0000,0.0000,0.0001,0.0242,0.0046,0.0041
25,0.9965,3,,,,,,,,,,,,,,,,,,
25_val,,,0.9839,0.0472,0.0091,0.0081,0.0215,117.12,143.53,143.17,134.61,1.0000,1.0000,1.0000,0.0000,0.0000,0.0001,0.0242,0.0046,0.0041
26,0.9951,3,,,,,,,,,,,,,,,,,,
26_val,,,0.9830,0.0472,0.0091,0.0081,0.0215,117.12,143.53,143.15,134.60,1.0000,1.0000,1.0000,0.0000,0.0000,0.0001,0.0242,0.0046,0.0041
27,0.9926,3,,,,,,,,,,,,,,,,,,
27_val,,,0.9819,0.0472,0.0091,0.0081,0.0215,117.12,143.53,143.04,134.56,1.0000,1.0000,1.0000,0.0000,0.0000,0.0002,0.0242,0.0046,0.0041
28,0.9918,3,,,,,,,,,,,,,,,,,,
28_val,,,0.9808,0.0472,0.0091,0.0081,0.0215,117.12,143.53,142.86,134.50,1.0000,1.0000,1.0000,0.0000,0.0000,0.0003,0.0242,0.0046,0.0041
29,0.9899,3,,,,,,,,,,,,,,,,,,
29_val,,,0.9685,0.0472,0.0091,0.0086,0.0216,117.12,143.53,132.20,130.95,1.0000,1.0000,1.0000,0.0000,0.0000,0.0563,0.0242,0.0046,0.0043
30,0.9724,3,,,,,,,,,,,,,,,,,,
30_val,,,0.9675,0.0472,0.0091,0.0086,0.0217,117.12,143.53,132.64,131.09,1.0000,1.0000,1.0000,0.0000,0.0000,0.0576,0.0242,0.0046,0.0043
31,0.9707,3,,,,,,,,,,,,,,,,,,
31_val,,,0.9667,0.0472,0.0091,0.0088,0.0217,117.12,143.53,132.55,131.06,1.0000,1.0000,1.0000,0.0000,0.0000,0.0748,0.0242,0.0046,0.0044
32,0.9701,3,,,,,,,,,,,,,,,,,,
32_val,,,0.9652,0.0472,0.0091,0.0090,0.0218,117.12,143.53,131.72,130.79,1.0000,1.0000,1.0000,0.0000,0.0000,0.0937,0.0242,0.0046,0.0045
33,0.9671,3,,,,,,,,,,,,,,,,,,
33_val,,,0.9636,0.0472,0.0091,0.0093,0.0219,116.73,143.53,131.64,130.63,1.0000,1.0000,1.0000,0.0004,0.0000,0.1275,0.0242,0.0046,0.0047
34,0.9670,3,,,,,,,,,,,,,,,,,,
34_val,,,0.9619,0.0557,0.0091,0.0100,0.0250,106.46,143.53,130.83,126.94,1.0000,1.0000,1.0000,0.1605,0.0000,0.1926,0.0287,0.0046,0.0050
35,0.9638,3,,,,,,,,,,,,,,,,,,
35_val,,,0.9607,0.0823,0.0091,0.0116,0.0343,112.46,143.53,129.95,128.65,1.0000,1.0000,1.0000,0.4477,0.0000,0.3001,0.0429,0.0046,0.0058
36,0.9637,3,,,,,,,,,,,,,,,,,,
36_val,,,0.9530,0.1813,0.0091,0.0307,0.0737,70.52,143.53,97.05,103.70,0.9951,1.0000,1.0000,0.7776,0.0000,0.7412,0.0997,0.0046,0.0156
37,0.9547,3,,,,,,,,,,,,,,,,,,
37_val,,,0.9519,0.1970,0.0091,0.0322,0.0795,69.89,143.53,96.88,103.43,0.9946,1.0000,1.0000,0.7994,0.0000,0.7537,0.1093,0.0046,0.0164
38,0.9516,3,,,,,,,,,,,,,,,,,,
38_val,,,0.9514,0.2096,0.0091,0.0334,0.0840,69.14,143.53,97.01,103.23,0.9945,1.0000,1.0000,0.8144,0.0000,0.7627,0.1172,0.0046,0.0170
39,0.9502,3,,,,,,,,,,,,,,,,,,
39_val,,,0.9503,0.2232,0.0091,0.0336,0.0886,71.04,143.53,97.74,104.10,0.9941,1.0000,1.0000,0.8288,0.0000,0.7644,0.1257,0.0046,0.0171
40,0.9506,3,,,,,,,,,,,,,,,,,,
40_val,,,0.9497,0.2392,0.0091,0.0359,0.0947,71.57,143.53,97.60,104.23,0.9933,1.0000,1.0000,0.8437,0.0000,0.7798,0.1360,0.0046,0.0183
41,0.9482,3,,,,,,,,,,,,,,,,,,
41_val,,,0.9910,0.1314,0.0091,0.0137,0.0514,104.33,143.53,126.21,124.69,0.9962,1.0000,1.0000,0.6739,0.0000,0.4113,0.0703,0.0046,0.0069
42,0.9664,3,,,,,,,,,,,,,,,,,,
42_val,,,0.9479,0.3117,0.0091,0.0457,0.1222,94.05,143.53,101.94,113.17,0.9862,1.0000,1.0000,0.8925,0.0000,0.8288,0.1851,0.0046,0.0234
43,0.9438,3,,,,,,,,,,,,,,,,,,
43_val,,,0.9450,0.3342,0.0091,0.0524,0.1319,88.94,143.53,100.49,110.99,0.9868,1.0000,1.0000,0.9029,0.0000,0.8519,0.2012,0.0046,0.0269
44,0.9409,3,,,,,,,,,,,,,,,,,,
44_val,,,0.9448,0.3276,0.0091,0.0500,0.1289,94.92,143.53,101.95,113.46,0.9863,1.0000,1.0000,0.9001,0.0000,0.8445,0.1964,0.0046,0.0257
45,0.9416,3,,,,,,,,,,,,,,,,,,
45_val,,,0.9471,0.2922,0.0091,0.0423,0.1145,100.52,143.53,106.68,116.91,0.9880,1.0000,1.0000,0.8818,0.0000,0.8144,0.1714,0.0046,0.0216
46,0.9385,3,,,,,,,,,,,,,,,,,,
46_val,,,0.9445,0.3221,0.0091,0.0480,0.1264,93.35,143.53,102.33,113.07,0.9870,1.0000,1.0000,0.8974,0.0000,0.8374,0.1924,0.0046,0.0246
47,0.9381,3,,,,,,,,,,,,,,,,,,
