Round/Epoch,Train Loss,SGD Steps,Val Loss,Val Mean AUC ROC,Val Macro F1,Val AUC Atelectasis,Val AUC Cardiomegaly,Val AUC Effusion,Val AUC Infiltration,Val AUC Mass,Val AUC Nodule,Val AUC Pneumonia,Val AUC Pneumothorax,Val AUC Consolidation,Val AUC Edema,Val AUC Emphysema,Val AUC Fibrosis,Val AUC Pleural_Thickening,Val AUC Hernia,Val Sensitivity Atelectasis,Val Sensitivity Cardiomegaly,Val Sensitivity Effusion,Val Sensitivity Infiltration,Val Sensitivity Mass,Val Sensitivity Nodule,Val Sensitivity Pneumonia,Val Sensitivity Pneumothorax,Val Sensitivity Consolidation,Val Sensitivity Edema,Val Sensitivity Emphysema,Val Sensitivity Fibrosis,Val Sensitivity Pleural_Thickening,Val Sensitivity Hernia,Peak RAM (MB),Peak VRAM (MB),Peak GPU Util (%)
2,1.3248,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3909.3,10458.0,96.0
2_val,,,1.1412,0.7519,0.1319,0.7345,0.7462,0.8082,0.6706,0.6650,0.6522,0.6983,0.7127,0.7503,0.8589,0.7525,0.7593,0.8076,0.9106,0.6829,0.9688,0.7288,0.4982,0.6269,0.7553,0.5000,0.6842,0.6167,0.8421,0.7692,0.8966,0.4545,1.0000,,,
