Round/Epoch,Train Loss,SGD Steps,Val Loss,Val Dice WT,Val Dice TC,Val Dice ET,Val Mean Dice,Val HD95 WT,Val HD95 TC,Val HD95 ET,Val Mean HD95,Val Sensitivity WT,Val Sensitivity TC,Val Sensitivity ET,Val Specificity WT,Val Specificity TC,Val Specificity ET,Val Precision WT,Val Precision TC,Val Precision ET
1,0.8260,28,,,,,,,,,,,,,,,,,,
1_val,,,0.5548,0.8895,0.6410,0.6814,0.7373,50.46,72.85,67.62,63.64,0.9987,0.9941,0.9773,0.9930,0.9899,0.9943,0.8024,0.5020,0.5309
2,0.3141,28,,,,,,,,,,,,,,,,,,
2_val,,,0.3767,0.9666,0.7787,0.8936,0.8796,1.28,11.43,5.33,6.01,0.9641,0.9779,0.9445,0.9991,0.9956,0.9989,0.9695,0.6760,0.8483
3,0.2605,28,,,,,,,,,,,,,,,,,,
3_val,,,0.3281,0.9669,0.8097,0.9108,0.8958,1.14,9.54,4.18,4.95,0.9563,0.9689,0.9277,0.9994,0.9966,0.9993,0.9782,0.7223,0.8946
4,0.2572,28,,,,,,,,,,,,,,,,,,
4_val,,,0.3147,0.9684,0.7887,0.9017,0.8863,1.14,9.90,3.98,5.01,0.9781,0.9758,0.9428,0.9988,0.9959,0.9990,0.9591,0.6898,0.8643
5,0.2322,28,,,,,,,,,,,,,,,,,,
5_val,,,0.2764,0.9641,0.8530,0.9118,0.9096,1.28,7.04,3.98,4.10,0.9888,0.9721,0.9357,0.9982,0.9976,0.9992,0.9409,0.7779,0.8891
6,0.2206,28,,,,,,,,,,,,,,,,,,
6_val,,,0.2719,0.9517,0.8013,0.9056,0.8862,1.72,8.79,3.90,4.80,0.9951,0.9777,0.9412,0.9973,0.9963,0.9991,0.9120,0.7026,0.8728
7,0.2226,28,,,,,,,,,,,,,,,,,,
7_val,,,0.2557,0.9655,0.7922,0.9030,0.8869,1.14,9.11,3.69,4.65,0.9853,0.9767,0.9451,0.9984,0.9960,0.9990,0.9467,0.6913,0.8648
8,0.2215,28,,,,,,,,,,,,,,,,,,
8_val,,,0.2306,0.9684,0.8554,0.9017,0.9085,1.14,6.39,3.58,3.70,0.9785,0.9705,0.9444,0.9988,0.9977,0.9990,0.9589,0.7816,0.8632
9,0.2103,28,,,,,,,,,,,,,,,,,,
9_val,,,0.2205,0.9558,0.8545,0.9182,0.9095,1.41,6.58,3.74,3.91,0.9949,0.9725,0.9358,0.9975,0.9977,0.9993,0.9197,0.7785,0.9015
10,0.2013,28,,,,,,,,,,,,,,,,,,
10_val,,,0.2328,0.9665,0.7598,0.9203,0.8822,1.14,10.82,3.63,5.20,0.9872,0.9802,0.9346,0.9984,0.9950,0.9994,0.9469,0.6495,0.9066
11,0.2050,28,,,,,,,,,,,,,,,,,,
11_val,,,0.2083,0.9661,0.8073,0.9145,0.8960,1.14,9.15,3.41,4.56,0.9901,0.9772,0.9435,0.9983,0.9964,0.9992,0.9435,0.7116,0.8875
12,0.2004,28,,,,,,,,,,,,,,,,,,
12_val,,,0.3037,0.8610,0.5924,0.8526,0.7687,5.34,16.26,5.24,8.95,0.9991,0.9961,0.9607,0.9909,0.9874,0.9981,0.7565,0.4448,0.7673
13,0.2455,28,,,,,,,,,,,,,,,,,,
13_val,,,0.3041,0.9478,0.6634,0.8723,0.8278,2.15,14.33,4.49,6.99,0.9682,0.9841,0.9416,0.9979,0.9912,0.9986,0.9290,0.5313,0.8140
14,0.2303,28,,,,,,,,,,,,,,,,,,
14_val,,,0.2671,0.9553,0.7580,0.8787,0.8640,1.61,10.61,3.65,5.29,0.9812,0.9848,0.9514,0.9980,0.9948,0.9986,0.9311,0.6451,0.8170
15,0.2140,28,,,,,,,,,,,,,,,,,,
15_val,,,0.1956,0.9697,0.8424,0.9068,0.9063,1.14,6.75,3.44,3.77,0.9805,0.9786,0.9482,0.9988,0.9973,0.9991,0.9593,0.7574,0.8691
16,0.2044,28,,,,,,,,,,,,,,,,,,
