Round/Epoch,Train Loss,SGD Steps,Val Loss,Val Dice WT,Val Dice TC,Val Dice ET,Val Mean Dice,Val HD95 WT,Val HD95 TC,Val HD95 ET,Val Mean HD95,Val Sensitivity WT,Val Sensitivity TC,Val Sensitivity ET,Val Specificity WT,Val Specificity TC,Val Specificity ET,Val Precision WT,Val Precision TC,Val Precision ET
37_val,,,0.9949,0.0234,0.0040,0.0002,0.0092,108.60,152.61,125.46,128.89,0.9991,1.0000,1.0000,0.7093,0.0000,0.7284,0.0118,0.0020,0.0001
38,0.9460,10,,,,,,,,,,,,,,,,,,
39,0.9482,10,,,,,,,,,,,,,,,,,,
39_val,,,0.9948,0.0244,0.0040,0.0002,0.0095,109.50,152.61,128.10,130.07,0.9979,1.0000,1.0000,0.7217,0.0000,0.7352,0.0124,0.0020,0.0001
40,0.9481,10,,,,,,,,,,,,,,,,,,
40_val,,,0.9945,0.0258,0.0040,0.0002,0.0100,101.87,152.61,121.35,125.28,0.9976,1.0000,1.0000,0.7371,0.0000,0.7512,0.0131,0.0020,0.0001
41,0.9407,10,,,,,,,,,,,,,,,,,,
41_val,,,0.9946,0.0261,0.0040,0.0002,0.0101,100.47,152.61,123.55,125.55,0.9989,1.0000,1.0000,0.7397,0.0000,0.7416,0.0132,0.0020,0.0001
42,0.9389,10,,,,,,,,,,,,,,,,,,
42_val,,,0.9942,0.0304,0.0040,0.0002,0.0115,98.36,152.61,119.39,123.45,0.9931,1.0000,1.0000,0.7794,0.0000,0.7903,0.0155,0.0020,0.0001
43,0.9339,10,,,,,,,,,,,,,,,,,,
43_val,,,0.9942,0.0315,0.0040,0.0003,0.0119,97.87,152.61,118.59,123.02,0.9926,1.0000,1.0000,0.7872,0.0000,0.8036,0.0160,0.0020,0.0001
44,0.9346,10,,,,,,,,,,,,,,,,,,
44_val,,,0.9940,0.0325,0.0040,0.0003,0.0122,97.42,152.61,117.97,122.67,0.9920,1.0000,1.0000,0.7941,0.0000,0.8087,0.0165,0.0020,0.0001
45,0.9351,10,,,,,,,,,,,,,,,,,,
45_val,,,0.9932,0.0335,0.0040,0.0003,0.0126,97.21,152.61,117.52,122.45,0.9947,1.0000,1.0000,0.7998,0.0000,0.8107,0.0170,0.0020,0.0001
46,0.9282,10,,,,,,,,,,,,,,,,,,
46_val,,,0.9936,0.0337,0.0040,0.0003,0.0127,97.18,152.61,117.18,122.32,0.9939,1.0000,1.0000,0.8014,0.0000,0.8153,0.0172,0.0020,0.0001
47,0.9256,10,,,,,,,,,,,,,,,,,,
47_val,,,0.9932,0.0351,0.0040,0.0003,0.0131,96.77,152.61,117.31,122.23,0.9949,1.0000,1.0000,0.8093,0.0000,0.8217,0.0179,0.0020,0.0001
48,0.9330,10,,,,,,,,,,,,,,,,,,
48_val,,,0.9933,0.0358,0.0040,0.0003,0.0134,96.57,152.61,116.90,122.03,0.9947,1.0000,1.0000,0.8133,0.0000,0.8282,0.0182,0.0020,0.0001
49,0.9302,10,,,,,,,,,,,,,,,,,,
49_val,,,0.9932,0.0361,0.0040,0.0003,0.0134,95.24,152.61,115.62,121.16,0.9933,1.0000,1.0000,0.8149,0.0000,0.8288,0.0184,0.0020,0.0001
50,0.9242,10,,,,,,,,,,,,,,,,,,
50_val,,,0.9928,0.0363,0.0040,0.0003,0.0135,93.90,152.61,114.04,120.19,0.9939,1.0000,1.0000,0.8159,0.0000,0.8266,0.0185,0.0020,0.0001
51,0.9277,10,,,,,,,,,,,,,,,,,,
51_val,,,0.9929,0.0340,0.0040,0.0003,0.0127,97.02,152.61,118.01,122.55,0.9970,1.0000,1.0000,0.8025,0.0000,0.8032,0.0173,0.0020,0.0001
52,0.9252,10,,,,,,,,,,,,,,,,,,
52_val,,,0.9926,0.0384,0.0040,0.0003,0.0142,92.27,152.61,111.47,118.78,0.9944,1.0000,1.0000,0.8263,0.0000,0.8467,0.0196,0.0020,0.0002
53,0.9254,10,,,,,,,,,,,,,,,,,,
53_val,,,0.9925,0.0398,0.0040,0.0003,0.0147,91.44,152.61,110.44,118.17,0.9927,1.0000,1.0000,0.8329,0.0000,0.8545,0.0203,0.0020,0.0002
54,0.9239,10,,,,,,,,,,,,,,,,,,
54_val,,,0.9923,0.0401,0.0040,0.0003,0.0148,91.07,152.61,110.21,117.96,0.9922,1.0000,1.0000,0.8344,0.0000,0.8545,0.0205,0.0020,0.0002
55,0.9246,10,,,,,,,,,,,,,,,,,,
55_val,,,0.9926,0.0402,0.0040,0.0004,0.0148,91.61,152.61,109.97,118.07,0.9936,1.0000,1.0000,0.8347,0.0000,0.8559,0.0205,0.0020,0.0002
56,0.9242,10,,,,,,,,,,,,,,,,,,
56_val,,,0.9922,0.0408,0.0040,0.0004,0.0150,90.58,152.61,109.73,117.64,0.9920,1.0000,1.0000,0.8373,0.0000,0.8564,0.0208,0.0020,0.0002
57,0.9222,10,,,,,,,,,,,,,,,,,,
57_val,,,0.9902,0.0493,0.0040,0.0004,0.0179,83.82,152.61,106.64,114.36,0.9708,1.0000,1.0000,0.8694,0.0000,0.8830,0.0253,0.0020,0.0002
58,0.9074,10,,,,,,,,,,,,,,,,,,
58_val,,,0.9903,0.0484,0.0040,0.0005,0.0176,84.86,152.61,107.12,114.87,0.9837,1.0000,1.0000,0.8650,0.0000,0.8875,0.0248,0.0020,0.0002
59,0.9060,10,,,,,,,,,,,,,,,,,,
59_val,,,0.9905,0.0469,0.0040,0.0005,0.0171,86.40,152.61,107.17,115.39,0.9940,1.0000,1.0000,0.8592,0.0000,0.8920,0.0240,0.0020,0.0002
60,0.9016,10,,,,,,,,,,,,,,,,,,
60_val,,,0.9874,0.0574,0.0040,0.0006,0.0207,81.35,152.15,104.77,112.76,0.9880,1.0000,1.0000,0.8870,0.0005,0.9130,0.0296,0.0020,0.0003
61,0.8889,10,,,,,,,,,,,,,,,,,,
61_val,,,0.9874,0.0573,0.0040,0.0006,0.0206,82.76,151.89,105.36,113.34,0.9986,1.0000,1.0000,0.8854,0.0009,0.9127,0.0295,0.0020,0.0003
62,0.8853,10,,,,,,,,,,,,,,,,,,
62_val,,,0.9873,0.0559,0.0040,0.0006,0.0201,83.72,151.59,105.88,113.73,0.9996,1.0000,1.0000,0.8822,0.0014,0.9145,0.0287,0.0020,0.0003
63,0.8776,10,,,,,,,,,,,,,,,,,,
63_val,,,0.9869,0.0552,0.0040,0.0006,0.0199,83.78,151.28,106.42,113.83,0.9994,1.0000,1.0000,0.8807,0.0022,0.9128,0.0284,0.0020,0.0003
64,0.8806,10,,,,,,,,,,,,,,,,,,
64_val,,,0.9862,0.0594,0.0040,0.0006,0.0213,83.46,151.40,106.27,113.71,0.9995,1.0000,1.0000,0.8896,0.0020,0.9153,0.0306,0.0020,0.0003
65,0.8753,10,,,,,,,,,,,,,,,,,,
65_val,,,0.9856,0.0601,0.0040,0.0006,0.0216,83.22,151.20,105.93,113.45,0.9994,1.0000,1.0000,0.8910,0.0024,0.9186,0.0310,0.0020,0.0003
66,0.8762,10,,,,,,,,,,,,,,,,,,
66_val,,,0.9853,0.0612,0.0040,0.0007,0.0219,82.88,150.67,105.29,112.95,0.9986,1.0000,1.0000,0.8931,0.0043,0.9226,0.0315,0.0020,0.0003
67,0.8661,10,,,,,,,,,,,,,,,,,,
67_val,,,0.9845,0.0630,0.0040,0.0007,0.0225,82.08,150.62,105.23,112.64,0.9985,1.0000,1.0000,0.8964,0.0047,0.9243,0.0325,0.0020,0.0003
68,0.8601,10,,,,,,,,,,,,,,,,,,
68_val,,,0.9839,0.0694,0.0040,0.0007,0.0247,81.99,151.40,106.08,113.16,0.9977,1.0000,1.0000,0.9067,0.0020,0.9273,0.0359,0.0020,0.0003
69,0.8621,10,,,,,,,,,,,,,,,,,,
69_val,,,0.9759,0.0875,0.0040,0.0012,0.0309,76.71,150.32,99.27,108.77,0.9819,1.0000,1.0000,0.9286,0.0095,0.9563,0.0458,0.0020,0.0006
70,0.8064,10,,,,,,,,,,,,,,,,,,
70_val,,,0.9739,0.0906,0.0040,0.0011,0.0319,78.10,150.91,102.66,110.56,0.9922,1.0000,1.0000,0.9306,0.0061,0.9531,0.0475,0.0020,0.0005
71,0.7844,10,,,,,,,,,,,,,,,,,,
71_val,,,0.9718,0.0965,0.0040,0.0012,0.0339,77.69,150.97,102.71,110.45,0.9875,1.0000,1.0000,0.9356,0.0058,0.9590,0.0507,0.0020,0.0006
72,0.7791,10,,,,,,,,,,,,,,,,,,
72_val,,,0.9691,0.1074,0.0040,0.0012,0.0375,77.19,151.28,102.63,110.36,0.9754,1.0000,0.8000,0.9435,0.0039,0.9672,0.0568,0.0020,0.0006
73,0.7754,10,,,,,,,,,,,,,,,,,,
73_val,,,0.9645,0.1201,0.0040,0.0011,0.0417,74.69,151.05,98.70,108.15,0.9736,1.0000,0.5680,0.9503,0.0062,0.9748,0.0640,0.0020,0.0006
74,0.7618,10,,,,,,,,,,,,,,,,,,
74_val,,,0.9629,0.1253,0.0040,0.0012,0.0435,75.49,151.33,99.18,108.67,0.9867,1.0000,0.5840,0.9520,0.0054,0.9761,0.0669,0.0020,0.0006
75,0.7704,10,,,,,,,,,,,,,,,,,,
75_val,,,0.9603,0.1310,0.0044,0.0004,0.0453,74.84,139.36,98.68,104.29,0.9819,1.0000,0.1440,0.9547,0.1023,0.9834,0.0702,0.0022,0.0002
75_val,,,0.9552,0.1502,0.0052,0.0000,0.0518,72.75,139.46,97.79,103.33,0.9691,1.0000,0.0000,0.9619,0.2366,0.9874,0.0814,0.0026,0.0000
76,0.7611,10,,,,,,,,,,,,,,,,,,
76_val,,,0.9234,0.2106,0.0151,0.0000,0.0752,62.31,108.89,89.24,86.82,0.9026,0.9956,0.0000,0.9767,0.7416,0.9957,0.1192,0.0076,0.0000
77,0.6627,10,,,,,,,,,,,,,,,,,,
78,0.6249,10,,,,,,,,,,,,,,,,,,
78_val,,,0.9186,0.2126,0.0739,0.0000,0.0955,63.06,87.00,83.26,77.77,0.9982,1.0000,0.0000,0.9742,0.9501,0.9971,0.1190,0.0384,0.0000
79,0.6184,10,,,,,,,,,,,,,,,,,,
79_val,,,0.9120,0.2074,0.1818,0.0000,0.1297,63.58,75.29,88.50,75.79,0.9579,0.9619,0.0000,0.9746,0.9828,0.9962,0.1163,0.1004,0.0000
80,0.5775,10,,,,,,,,,,,,,,,,,,
80_val,,,0.9050,0.2171,0.2078,0.0000,0.1416,64.11,76.68,89.70,76.83,0.9567,0.9492,0.0000,0.9761,0.9857,0.9972,0.1224,0.1167,0.0000
81,0.5624,10,,,,,,,,,,,,,,,,,,
81_val,,,0.8997,0.2227,0.2032,0.0000,0.1420,65.26,77.79,92.03,78.36,0.9632,0.9625,0.0000,0.9767,0.9851,0.9973,0.1259,0.1136,0.0000
82,0.5350,10,,,,,,,,,,,,,,,,,,
82_val,,,0.8928,0.2341,0.1966,0.0000,0.1436,65.87,77.57,91.73,78.39,0.9756,0.9850,0.0000,0.9778,0.9840,0.9974,0.1330,0.1092,0.0000
83,0.5592,10,,,,,,,,,,,,,,,,,,
83_val,,,0.8856,0.2500,0.2553,0.0000,0.1685,64.29,75.98,91.59,77.29,0.9764,0.9769,0.0000,0.9797,0.9887,0.9985,0.1434,0.1468,0.0000
84,0.5567,10,,,,,,,,,,,,,,,,,,
84_val,,,0.8779,0.2671,0.2898,0.0000,0.1857,63.23,76.43,91.13,76.93,0.9672,0.9518,0.0000,0.9816,0.9908,0.9984,0.1550,0.1709,0.0000
85,0.5289,10,,,,,,,,,,,,,,,,,,
85_val,,,0.8747,0.2656,0.2853,0.0000,0.1836,62.78,76.05,90.68,76.50,0.9662,0.9558,0.0000,0.9815,0.9906,0.9982,0.1540,0.1677,0.0000
86,0.5073,10,,,,,,,,,,,,,,,,,,
86_val,,,0.8589,0.2950,0.3008,0.0000,0.1986,59.37,71.93,86.08,72.46,0.9712,0.9731,0.0000,0.9839,0.9911,0.9988,0.1739,0.1779,0.0000
87,0.5197,10,,,,,,,,,,,,,,,,,,
87_val,,,0.8641,0.2925,0.3353,0.0000,0.2093,61.34,72.28,90.44,74.69,0.9615,0.8526,0.0000,0.9839,0.9936,0.9990,0.1725,0.2087,0.0000
88,0.5519,10,,,,,,,,,,,,,,,,,,
88_val,,,0.9056,0.2103,0.1577,0.0000,0.1227,62.56,69.43,89.32,73.77,0.9732,0.3169,0.0000,0.9746,0.9946,0.9995,0.1179,0.1050,0.0000
89,0.5304,10,,,,,,,,,,,,,,,,,,
89_val,,,0.8601,0.2596,0.2633,0.0000,0.1743,60.45,73.17,88.07,73.90,0.9793,0.9820,0.0000,0.9806,0.9891,0.9975,0.1497,0.1520,0.0000
90,0.4958,10,,,,,,,,,,,,,,,,,,
90_val,,,0.8304,0.3230,0.3186,0.0000,0.2139,50.88,66.22,38.50,51.87,0.9823,0.9823,0.0000,0.9857,0.9917,0.9990,0.1933,0.1901,0.0000
91,0.4848,10,,,,,,,,,,,,,,,,,,
91_val,,,0.8059,0.4082,0.5051,0.0000,0.3045,52.24,67.89,51.31,57.15,0.9506,0.8389,0.0000,0.9906,0.9971,0.9996,0.2599,0.3614,0.0000
92,0.4969,10,,,,,,,,,,,,,,,,,,
92_val,,,0.8362,0.3085,0.3722,0.0000,0.2269,48.93,69.81,88.74,69.16,0.9591,0.8390,0.0000,0.9851,0.9947,0.9990,0.1838,0.2391,0.0000
93,0.5040,10,,,,,,,,,,,,,,,,,,
93_val,,,0.8440,0.2635,0.3249,0.0000,0.1961,59.71,73.07,94.00,75.59,0.9765,0.9728,0.0000,0.9810,0.9920,0.9984,0.1523,0.1950,0.0000
94,0.5189,10,,,,,,,,,,,,,,,,,,
94_val,,,0.8180,0.3085,0.3742,0.0000,0.2276,47.93,65.70,40.06,51.23,0.9833,0.9785,0.0000,0.9847,0.9935,0.9993,0.1829,0.2313,0.0000
95,0.4831,10,,,,,,,,,,,,,,,,,,
95_val,,,0.8112,0.3302,0.3385,0.0000,0.2229,27.28,39.63,38.03,34.98,0.9840,0.9849,0.0000,0.9861,0.9924,0.9993,0.1984,0.2044,0.0000
96,0.4962,10,,,,,,,,,,,,,,,,,,
96_val,,,0.8262,0.3424,0.3144,0.0000,0.2189,65.95,42.11,39.97,49.35,0.9539,0.4455,0.0000,0.9874,0.9972,0.9994,0.2086,0.2429,0.0000
97,0.5021,10,,,,,,,,,,,,,,,,,,
97_val,,,0.8429,0.2596,0.3205,0.0000,0.1934,64.47,69.42,91.53,75.14,0.9802,0.8795,0.0000,0.9806,0.9928,0.9987,0.1496,0.1959,0.0000
98,0.4971,10,,,,,,,,,,,,,,,,,,
98_val,,,0.8302,0.2584,0.3117,0.0000,0.1900,56.14,67.72,89.53,71.13,0.9924,0.9950,0.0000,0.9802,0.9913,0.9993,0.1485,0.1848,0.0000
99,0.4857,10,,,,,,,,,,,,,,,,,,
99_val,,,0.8228,0.5497,0.0000,0.0000,0.1832,41.61,66.40,47.27,51.76,0.8538,0.0000,0.0000,0.9956,0.9993,0.9998,0.4053,0.0000,0.0000
