Round/Epoch,Train Loss,SGD Steps,Val Loss,Val Dice WT,Val Dice TC,Val Dice ET,Val Mean Dice,Val HD95 WT,Val HD95 TC,Val HD95 ET,Val Mean HD95,Val Sensitivity WT,Val Sensitivity TC,Val Sensitivity ET,Val Specificity WT,Val Specificity TC,Val Specificity ET,Val Precision WT,Val Precision TC,Val Precision ET
1,0.9604,2,,,,,,,,,,,,,,,,,,
1_val,,,0.4352,0.9047,0.8391,0.7613,0.8350,29.34,46.27,43.22,39.61,0.9840,0.9899,0.9806,0.9919,0.9910,0.9920,0.8373,0.7281,0.6222
2,0.5217,2,,,,,,,,,,,,,,,,,,
2_val,,,0.2911,0.9483,0.9255,0.9055,0.9264,2.24,5.20,1.41,2.95,0.9169,0.9550,0.9141,0.9993,0.9973,0.9986,0.9820,0.8978,0.8970
3,0.3959,2,,,,,,,,,,,,,,,,,,
3_val,,,0.2620,0.9452,0.9279,0.9011,0.9247,2.45,4.12,1.41,2.66,0.9051,0.9270,0.8664,0.9996,0.9983,0.9992,0.9889,0.9287,0.9387
4,0.4122,2,,,,,,,,,,,,,,,,,,
4_val,,,0.2424,0.9569,0.9252,0.9054,0.9292,2.00,4.69,1.41,2.70,0.9350,0.9468,0.8999,0.9992,0.9976,0.9988,0.9799,0.9046,0.9109
5,0.3545,2,,,,,,,,,,,,,,,,,,
5_val,,,0.2185,0.9626,0.9479,0.9085,0.9397,1.73,2.00,1.41,1.72,0.9558,0.9445,0.8936,0.9987,0.9988,0.9990,0.9694,0.9512,0.9240
6,0.3539,2,,,,,,,,,,,,,,,,,,
6_val,,,0.2067,0.9598,0.9366,0.9090,0.9351,1.41,3.00,1.00,1.80,0.9689,0.9637,0.9075,0.9979,0.9977,0.9988,0.9509,0.9110,0.9105
7,0.3381,2,,,,,,,,,,,,,,,,,,
7_val,,,0.1964,0.9614,0.9297,0.9082,0.9331,1.73,4.12,1.00,2.29,0.9494,0.9601,0.9103,0.9989,0.9974,0.9987,0.9736,0.9011,0.9061
8,0.3735,2,,,,,,,,,,,,,,,,,,
8_val,,,0.1878,0.9601,0.9477,0.9037,0.9372,2.00,2.00,1.41,1.80,0.9421,0.9458,0.9054,0.9991,0.9988,0.9987,0.9789,0.9495,0.9020
9,0.3230,2,,,,,,,,,,,,,,,,,,
9_val,,,0.1823,0.9597,0.9472,0.9088,0.9386,1.41,2.00,1.41,1.61,0.9697,0.9517,0.8921,0.9978,0.9986,0.9990,0.9500,0.9429,0.9262
10,0.3412,2,,,,,,,,,,,,,,,,,,
10_val,,,0.1842,0.9620,0.9093,0.9083,0.9266,1.73,6.56,1.41,3.23,0.9531,0.9641,0.8880,0.9988,0.9962,0.9991,0.9711,0.8604,0.9296
11,0.3059,2,,,,,,,,,,,,,,,,,,
11_val,,,0.1714,0.9634,0.9243,0.9094,0.9324,1.73,5.39,1.00,2.71,0.9573,0.9593,0.9005,0.9987,0.9972,0.9989,0.9696,0.8917,0.9185
12,0.3548,2,,,,,,,,,,,,,,,,,,
12_val,,,0.2275,0.8929,0.7990,0.8751,0.8557,7.00,13.75,2.00,7.58,0.9949,0.9972,0.9668,0.9901,0.9878,0.9967,0.8099,0.6665,0.7992
13,0.2953,2,,,,,,,,,,,,,,,,,,
13_val,,,0.2385,0.9370,0.8565,0.8862,0.8932,3.00,10.82,1.41,5.08,0.8989,0.9577,0.8844,0.9992,0.9932,0.9985,0.9784,0.7746,0.8880
14,0.2958,2,,,,,,,,,,,,,,,,,,
14_val,,,0.2066,0.9507,0.8998,0.8947,0.9151,2.24,7.00,1.41,3.55,0.9295,0.9696,0.9249,0.9989,0.9955,0.9981,0.9730,0.8393,0.8665
15,0.2990,2,,,,,,,,,,,,,,,,,,
15_val,,,0.1669,0.9546,0.9408,0.9075,0.9343,2.00,2.83,1.00,1.94,0.9305,0.9641,0.9153,0.9992,0.9979,0.9986,0.9800,0.9186,0.8997
16,0.2859,2,,,,,,,,,,,,,,,,,,
16_val,,,0.1450,0.9541,0.9507,0.9146,0.9398,2.24,2.00,1.00,1.75,0.9299,0.9602,0.9109,0.9992,0.9985,0.9989,0.9795,0.9414,0.9182
17,0.3029,2,,,,,,,,,,,,,,,,,,
17_val,,,0.1424,0.9604,0.9392,0.9135,0.9377,1.73,3.74,1.00,2.16,0.9487,0.9631,0.9104,0.9989,0.9979,0.9989,0.9723,0.9164,0.9166
18,0.2956,2,,,,,,,,,,,,,,,,,,
18_val,,,0.1525,0.9547,0.9022,0.9093,0.9220,2.00,7.35,1.00,3.45,0.9301,0.9641,0.9074,0.9992,0.9958,0.9988,0.9806,0.8477,0.9111
19,0.3655,2,,,,,,,,,,,,,,,,,,
19_val,,,0.1703,0.9524,0.8584,0.8975,0.9028,2.24,10.86,1.41,4.84,0.9264,0.9495,0.8683,0.9992,0.9936,0.9991,0.9800,0.7833,0.9287
20,0.3833,2,,,,,,,,,,,,,,,,,,
20_val,,,0.1638,0.9605,0.8503,0.9088,0.9065,1.73,11.18,1.00,4.64,0.9461,0.9705,0.9179,0.9990,0.9924,0.9986,0.9754,0.7566,0.8998
21,0.3837,2,,,,,,,,,,,,,,,,,,
21_val,,,1.1362,0.0784,0.0465,0.0261,0.0504,116.50,125.30,124.57,122.12,1.0000,1.0000,1.0000,0.0000,0.0000,0.0002,0.0408,0.0238,0.0132
22,1.1531,2,,,,,,,,,,,,,,,,,,
22_val,,,1.0116,0.0784,0.0465,0.0261,0.0504,116.50,125.30,124.60,122.13,1.0000,1.0000,1.0000,0.0000,0.0000,0.0002,0.0408,0.0238,0.0132
23,1.0413,2,,,,,,,,,,,,,,,,,,
23_val,,,1.0050,0.0784,0.0465,0.0261,0.0504,116.50,125.30,124.67,122.16,1.0000,1.0000,1.0000,0.0000,0.0000,0.0001,0.0408,0.0238,0.0132
24,1.0066,2,,,,,,,,,,,,,,,,,,
24_val,,,1.0036,0.0784,0.0465,0.0261,0.0504,116.50,125.30,124.66,122.15,1.0000,1.0000,1.0000,0.0000,0.0000,0.0002,0.0408,0.0238,0.0132
25,0.9948,2,,,,,,,,,,,,,,,,,,
25_val,,,0.9986,0.0784,0.0465,0.0261,0.0504,116.50,125.30,124.60,122.13,1.0000,1.0000,1.0000,0.0000,0.0000,0.0002,0.0408,0.0238,0.0132
26,0.9880,2,,,,,,,,,,,,,,,,,,
26_val,,,0.9935,0.0784,0.0465,0.0261,0.0504,116.50,125.30,124.52,122.11,1.0000,1.0000,1.0000,0.0000,0.0000,0.0003,0.0408,0.0238,0.0132
27,0.9855,2,,,,,,,,,,,,,,,,,,
27_val,,,0.9901,0.0784,0.0465,0.0262,0.0504,116.50,125.30,124.36,122.05,1.0000,1.0000,1.0000,0.0000,0.0000,0.0005,0.0408,0.0238,0.0132
28,0.9816,2,,,,,,,,,,,,,,,,,,
28_val,,,0.9870,0.0784,0.0465,0.0262,0.0504,116.50,125.30,124.12,121.97,1.0000,1.0000,1.0000,0.0000,0.0000,0.0007,0.0408,0.0238,0.0133
29,0.9756,2,,,,,,,,,,,,,,,,,,
29_val,,,0.9591,0.0784,0.0465,0.0278,0.0509,116.50,125.30,112.65,118.15,1.0000,1.0000,1.0000,0.0000,0.0000,0.0621,0.0408,0.0238,0.0141
30,0.9503,2,,,,,,,,,,,,,,,,,,
30_val,,,0.9563,0.0784,0.0465,0.0289,0.0513,116.50,125.30,111.87,117.89,1.0000,1.0000,1.0000,0.0000,0.0000,0.0981,0.0408,0.0238,0.0147
31,0.9470,2,,,,,,,,,,,,,,,,,,
31_val,,,0.9497,0.0784,0.0465,0.0302,0.0517,116.50,125.30,111.50,117.77,1.0000,1.0000,1.0000,0.0000,0.0000,0.1390,0.0408,0.0238,0.0153
32,0.9407,2,,,,,,,,,,,,,,,,,,
32_val,,,0.9498,0.0784,0.0465,0.0313,0.0521,116.49,125.30,111.36,117.72,1.0000,1.0000,1.0000,0.0000,0.0000,0.1689,0.0408,0.0238,0.0159
33,0.9353,2,,,,,,,,,,,,,,,,,,
33_val,,,0.9466,0.0785,0.0465,0.0344,0.0531,116.20,125.30,111.56,117.69,1.0000,1.0000,1.0000,0.0003,0.0000,0.2474,0.0408,0.0238,0.0175
34,0.9307,2,,,,,,,,,,,,,,,,,,
34_val,,,0.9426,0.0872,0.0465,0.0423,0.0587,106.28,125.30,111.75,114.45,1.0000,1.0000,1.0000,0.1092,0.0000,0.3927,0.0456,0.0238,0.0216
35,0.9286,2,,,,,,,,,,,,,,,,,,
35_val,,,0.9390,0.1523,0.0465,0.0532,0.0840,112.45,125.30,110.93,116.23,1.0000,1.0000,1.0000,0.5263,0.0000,0.5223,0.0824,0.0238,0.0273
36,0.9251,2,,,,,,,,,,,,,,,,,,
36_val,,,0.9250,0.3482,0.0465,0.1237,0.1728,75.10,125.30,80.93,93.78,1.0000,1.0000,0.9999,0.8407,0.0000,0.8100,0.2108,0.0238,0.0660
37,0.9103,2,,,,,,,,,,,,,,,,,,
37_val,,,0.9238,0.3760,0.0465,0.1322,0.1849,74.46,125.30,80.71,93.49,1.0000,1.0000,0.9999,0.8588,0.0000,0.8238,0.2315,0.0238,0.0708
38,0.9073,2,,,,,,,,,,,,,,,,,,
38_val,,,0.9240,0.3986,0.0465,0.1390,0.1947,74.17,125.30,80.53,93.33,1.0000,1.0000,0.9999,0.8716,0.0000,0.8338,0.2489,0.0238,0.0747
39,0.9052,2,,,,,,,,,,,,,,,,,,
39_val,,,0.9212,0.4252,0.0465,0.1431,0.2050,73.33,125.30,80.32,92.99,1.0000,1.0000,0.9999,0.8850,0.0000,0.8393,0.2700,0.0238,0.0771
40,0.9034,2,,,,,,,,,,,,,,,,,,
40_val,,,0.9190,0.4468,0.0465,0.1534,0.2156,72.15,125.30,79.39,92.28,0.9999,1.0000,0.9998,0.8946,0.0000,0.8519,0.2876,0.0238,0.0831
41,0.9044,2,,,,,,,,,,,,,,,,,,
41_val,,,0.9387,0.4516,0.0465,0.1361,0.2114,80.25,125.30,84.24,96.60,0.9998,1.0000,0.9996,0.8967,0.0000,0.8297,0.2917,0.0238,0.0730
42,0.9291,2,,,,,,,,,,,,,,,,,,
42_val,,,0.9166,0.5253,0.0465,0.1874,0.2531,71.28,125.30,79.82,92.13,0.9992,1.0000,0.9991,0.9232,0.0000,0.8837,0.3563,0.0238,0.1034
43,0.8960,2,,,,,,,,,,,,,,,,,,
43_val,,,0.9122,0.5323,0.0465,0.2017,0.2602,70.66,125.30,77.88,91.28,0.9990,1.0000,0.9989,0.9253,0.0000,0.8939,0.3628,0.0238,0.1122
44,0.8971,2,,,,,,,,,,,,,,,,,,
44_val,,,0.9090,0.5525,0.0465,0.2130,0.2707,69.49,125.30,75.53,90.11,0.9990,1.0000,0.9989,0.9312,0.0000,0.9010,0.3819,0.0238,0.1192
45,0.9037,2,,,,,,,,,,,,,,,,,,
45_val,,,0.9055,0.5745,0.0465,0.2241,0.2817,68.07,125.30,72.59,88.65,0.9990,1.0000,0.9992,0.9371,0.0000,0.9072,0.4032,0.0238,0.1262
46,0.8893,2,,,,,,,,,,,,,,,,,,
46_val,,,0.9066,0.5816,0.0465,0.2300,0.2860,67.42,125.30,72.11,88.28,0.9990,1.0000,0.9992,0.9389,0.0000,0.9102,0.4102,0.0238,0.1299
47,0.8958,2,,,,,,,,,,,,,,,,,,
47_val,,,0.9033,0.6050,0.0465,0.2459,0.2991,66.13,125.30,71.18,87.54,0.9990,1.0000,0.9991,0.9445,0.0000,0.9178,0.4338,0.0238,0.1402
48,0.8859,2,,,,,,,,,,,,,,,,,,
48_val,,,0.9013,0.6084,0.0465,0.2563,0.3037,64.83,125.30,70.26,86.80,0.9990,1.0000,0.9990,0.9453,0.0000,0.9222,0.4374,0.0238,0.1470
49,0.8837,2,,,,,,,,,,,,,,,,,,
49_val,,,0.8992,0.6193,0.0465,0.2636,0.3098,63.56,125.30,69.16,86.01,0.9990,1.0000,0.9992,0.9478,0.0000,0.9251,0.4487,0.0238,0.1518
50,0.8805,2,,,,,,,,,,,,,,,,,,
50_val,,,0.8999,0.6313,0.0465,0.2668,0.3149,62.44,125.30,68.54,85.43,0.9990,1.0000,0.9993,0.9504,0.0000,0.9263,0.4615,0.0238,0.1540
51,0.8813,2,,,,,,,,,,,,,,,,,,
51_val,,,0.9022,0.5532,0.0465,0.1900,0.2633,79.13,125.30,86.13,96.86,0.9993,1.0000,0.9997,0.9314,0.0000,0.8856,0.3825,0.0238,0.1050
52,0.8849,2,,,,,,,,,,,,,,,,,,
52_val,,,0.8964,0.6318,0.0465,0.2803,0.3195,60.95,125.30,69.82,85.36,0.9990,1.0000,0.9989,0.9505,0.0000,0.9312,0.4620,0.0238,0.1630
53,0.8882,2,,,,,,,,,,,,,,,,,,
53_val,,,0.8938,0.6449,0.0465,0.2928,0.3281,58.33,125.30,69.37,84.33,0.9990,1.0000,0.9987,0.9532,0.0000,0.9353,0.4762,0.0238,0.1715
54,0.8770,2,,,,,,,,,,,,,,,,,,
54_val,,,0.8926,0.6540,0.0465,0.3010,0.3339,55.60,125.30,67.63,82.85,0.9991,1.0000,0.9990,0.9551,0.0000,0.9377,0.4861,0.0238,0.1772
55,0.8848,2,,,,,,,,,,,,,,,,,,
55_val,,,0.8921,0.6615,0.0465,0.3067,0.3382,55.11,125.30,66.96,82.46,0.9990,1.0000,0.9989,0.9565,0.0000,0.9394,0.4944,0.0238,0.1811
56,0.8740,2,,,,,,,,,,,,,,,,,,
56_val,,,0.8894,0.6678,0.0465,0.3104,0.3416,53.92,125.30,66.29,81.84,0.9990,1.0000,0.9990,0.9577,0.0000,0.9404,0.5015,0.0238,0.1837
57,0.8711,2,,,,,,,,,,,,,,,,,,
57_val,,,0.8696,0.7230,0.0465,0.3543,0.3746,51.00,125.30,64.02,80.11,0.9985,1.0000,0.9982,0.9675,0.0000,0.9512,0.5667,0.0238,0.2153
58,0.8513,2,,,,,,,,,,,,,,,,,,
58_val,,,0.8673,0.7146,0.0465,0.3629,0.3747,49.89,125.30,63.42,79.54,0.9988,1.0000,0.9976,0.9661,0.0000,0.9530,0.5563,0.0238,0.2218
59,0.8457,2,,,,,,,,,,,,,,,,,,
59_val,,,0.8650,0.7020,0.0465,0.3688,0.3724,48.80,125.30,63.29,79.13,0.9989,1.0000,0.9974,0.9639,0.0000,0.9542,0.5411,0.0238,0.2262
60,0.8455,2,,,,,,,,,,,,,,,,,,
60_val,,,0.8402,0.7529,0.0467,0.4021,0.4006,46.15,124.15,62.34,77.55,0.9981,1.0000,0.9961,0.9722,0.0043,0.9603,0.6044,0.0239,0.2519
61,0.8243,2,,,,,,,,,,,,,,,,,,
61_val,,,0.8363,0.7575,0.0468,0.4130,0.4058,45.18,124.02,62.10,77.10,0.9979,1.0000,0.9951,0.9729,0.0059,0.9621,0.6105,0.0240,0.2605
62,0.8164,2,,,,,,,,,,,,,,,,,,
