Round/Epoch,Train Loss,SGD Steps,Val Loss,Val Balanced Accuracy,Val Macro F1,Val Recall MEL,Val Recall NV,Val Recall BCC,Val Recall AK,Val Recall BKL,Val Recall DF,Val Recall VASC,Val Recall SCC,Val Macro AUC OvR,Val Cohen Kappa,Peak RAM (MB),Peak VRAM (MB),Peak GPU Util (%)
1,0.0770,80,,,,,,,,,,,,,,2998.4,1145.0,0.0
1_val,,,0.0468,0.4006,0.1958,0.0000,0.6510,0.0000,0.0000,0.2632,0.2000,0.8889,0.0000,0.8459,0.1221,,,
2,0.0152,80,,,,,,,,,,,,,,3839.8,7437.0,93.0
2_val,,,0.0141,0.6740,0.3211,0.0000,0.8859,0.0000,0.0000,0.6842,0.8000,1.0000,0.0000,0.9490,0.3771,,,
3,0.0087,80,,,,,,,,,,,,,,4143.9,7437.0,91.0
3_val,,,0.0139,0.7679,0.3104,0.5000,0.8087,0.0000,0.0000,0.8421,0.8000,0.8889,0.0000,0.9678,0.3009,,,
