Round/Epoch,Train Loss,SGD Steps,Val Loss,Val Mean AUC ROC,Val Macro F1,Val AUC Atelectasis,Val AUC Cardiomegaly,Val AUC Effusion,Val AUC Infiltration,Val AUC Mass,Val AUC Nodule,Val AUC Pneumonia,Val AUC Pneumothorax,Val AUC Consolidation,Val AUC Edema,Val AUC Emphysema,Val AUC Fibrosis,Val AUC Pleural_Thickening,Val AUC Hernia,Val Sensitivity Atelectasis,Val Sensitivity Cardiomegaly,Val Sensitivity Effusion,Val Sensitivity Infiltration,Val Sensitivity Mass,Val Sensitivity Nodule,Val Sensitivity Pneumonia,Val Sensitivity Pneumothorax,Val Sensitivity Consolidation,Val Sensitivity Edema,Val Sensitivity Emphysema,Val Sensitivity Fibrosis,Val Sensitivity Pleural_Thickening,Val Sensitivity Hernia,Peak RAM (MB),Peak VRAM (MB),Peak GPU Util (%)
1,1.2422,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3322.5,10082.0,96.0
1_val,,,1.3542,0.6760,0.1457,0.7026,0.6507,0.8053,0.6749,0.6229,0.6002,0.6227,0.7415,0.6935,0.7648,0.7072,0.6780,0.7397,0.4599,0.6792,0.7742,0.7808,0.5723,0.6542,0.6923,0.3750,0.7300,0.5965,0.5526,0.7750,0.8276,0.4694,1.0000,,,
