Waiting for server address file...
=== FL Client 1 connecting to mdc-1057-13-8.rc.usf.edu:8080 from mdc-1057-18-3.rc.usf.edu at Thu Jun 25 14:40:05 EDT 2026 ===
==================================================
System Information for: Client 1
Node Name: mdc-1057-18-3.rc.usf.edu
OS Platform: Linux-3.10.0-1160.2.1.el7.x86_64-x86_64-with-glibc2.17
CPU: 32 physical cores, 64 logical cores
Total RAM: 251.21 GB
GPUs Available: 1
  GPU 0: NVIDIA L40S (VRAM: 44.53 GB)
==================================================
Client 1 using device: cuda
[Client 1] Connection attempt 1/10
[Client 1, Round 1] Progress: 0% (4/408) - Loss: 0.8580
[Client 1, Round 1] Progress: 1% (8/408) - Loss: 0.9390
[Client 1, Round 1] Progress: 2% (12/408) - Loss: 0.8855
[Client 1, Round 1] Progress: 3% (16/408) - Loss: 0.8666
[Client 1, Round 1] Progress: 4% (20/408) - Loss: 0.8918
[Client 1, Round 1] Progress: 5% (24/408) - Loss: 0.7239
[Client 1, Round 1] Progress: 6% (28/408) - Loss: 0.8387
[Client 1, Round 1] Progress: 7% (32/408) - Loss: 0.8481
[Client 1, Round 1] Progress: 8% (36/408) - Loss: 0.7308
[Client 1, Round 1] Progress: 9% (40/408) - Loss: 0.8750
[Client 1, Round 1] Progress: 10% (44/408) - Loss: 0.9759
[Client 1, Round 1] Progress: 11% (48/408) - Loss: 0.8271
[Client 1, Round 1] Progress: 12% (52/408) - Loss: 0.7153
[Client 1, Round 1] Progress: 13% (56/408) - Loss: 0.7535
[Client 1, Round 1] Progress: 14% (60/408) - Loss: 0.6974
[Client 1, Round 1] Progress: 15% (64/408) - Loss: 0.9077
[Client 1, Round 1] Progress: 16% (68/408) - Loss: 0.7730
[Client 1, Round 1] Progress: 17% (72/408) - Loss: 0.8351
[Client 1, Round 1] Progress: 18% (76/408) - Loss: 0.6771
[Client 1, Round 1] Progress: 19% (80/408) - Loss: 0.6433
[Client 1, Round 1] Progress: 20% (84/408) - Loss: 0.5608
[Client 1, Round 1] Progress: 21% (88/408) - Loss: 0.6111
[Client 1, Round 1] Progress: 22% (92/408) - Loss: 0.6432
[Client 1, Round 1] Progress: 23% (96/408) - Loss: 0.7603
[Client 1, Round 1] Progress: 24% (100/408) - Loss: 0.7531
[Client 1, Round 1] Progress: 25% (104/408) - Loss: 0.8733
[Client 1, Round 1] Progress: 26% (108/408) - Loss: 0.5445
[Client 1, Round 1] Progress: 27% (112/408) - Loss: 0.8112
